subscription_id,total_usage_count,avg_usage_duration_secs,total_errors,beta_feature_events,unique_features_used,account_id,plan_tier,churn_flag,mrr_amount,arr_amount,industry,referral_source
S-72b4f2,33,3478.0,7,1,3,A-4437e4,Pro,0,2401,28812,Cybersecurity,event
S-72b92f,10,1770.0,1,0,1,A-bd4708,Enterprise,0,7363,88356,FinTech,ads
S-72cf21,32,5323.0,3,1,3,A-855a48,Enterprise,0,7960,95520,EdTech,partner
S-72e73f,32,3279.6666666666665,1,1,3,A-dbc825,Enterprise,0,3781,45372,EdTech,partner
S-72fa62,44,1162.0,3,0,5,A-4c56c9,Enterprise,0,5373,64476,FinTech,partner
S-731ee3,69,3859.5,5,0,6,A-9077b0,Enterprise,1,2786,33432,HealthTech,ads
S-73688c,85,2886.8888888888887,6,1,9,A-d535f6,Basic,0,0,0,DevTools,organic
S-737994,54,3453.5,4,0,6,A-712533,Basic,0,456,5472,EdTech,organic
S-737a28,70,2219.285714285714,3,1,7,A-a1bbb6,Pro,0,392,4704,DevTools,organic
S-738d4a,37,3008.0,2,1,4,A-71615e,Pro,0,735,8820,EdTech,organic
S-73a4e4,58,4184.833333333333,4,1,6,A-993085,Pro,0,1519,18228,HealthTech,ads
S-73cd99,123,2489.75,7,1,11,A-726cfa,Enterprise,0,0,0,DevTools,partner
S-73d0eb,75,4912.0,4,0,6,A-592832,Basic,0,1140,13680,Cybersecurity,organic
S-73fc8f,50,2899.25,6,1,4,A-0dbdc6,Enterprise,0,5970,71640,Cybersecurity,other
S-741431,21,2289.0,1,0,2,A-6e7827,Enterprise,0,2189,26268,DevTools,other
S-742e23,44,3744.0,0,0,5,A-aa9511,Pro,0,1127,13524,DevTools,other
S-7452a4,46,2305.4,6,0,5,A-118d55,Enterprise,1,5771,69252,Cybersecurity,organic
S-74538d,17,1351.0,0,0,2,A-e60f9d,Pro,0,2254,27048,FinTech,other
S-7456c5,32,3805.6666666666665,2,1,3,A-8ae3fc,Basic,0,171,2052,DevTools,ads
S-746e1b,30,2458.0,2,0,3,A-90a8c8,Enterprise,0,14527,174324,FinTech,organic
S-74704b,42,3193.6,2,1,5,A-cb5333,Pro,0,1617,19404,DevTools,ads
S-74761f,53,4014.6,2,0,5,A-9123ac,Enterprise,0,8358,100296,Cybersecurity,organic
S-7480e6,44,2644.8,4,0,5,A-524364,Enterprise,0,8557,102684,DevTools,partner
S-748318,21,3907.0,2,0,2,A-726cfa,Basic,0,266,3192,DevTools,partner
S-74a274,19,5034.0,2,0,2,A-02fac6,Enterprise,0,4378,52536,FinTech,event
S-74bda1,39,3724.6666666666665,3,3,3,A-dfbd31,Basic,0,0,0,DevTools,partner
S-74be40,106,3134.5555555555557,6,0,9,A-a8d89d,Enterprise,0,2587,31044,EdTech,ads
S-74d86d,52,1653.5714285714287,4,1,7,A-5ed98d,Basic,0,1026,12312,DevTools,partner
S-74e211,17,2003.5,0,1,2,A-3d957b,Pro,0,686,8232,HealthTech,other
S-74f146,14,812.0,0,0,2,A-18793f,Pro,0,7252,87024,EdTech,organic
S-7501c9,54,2691.6666666666665,4,0,5,A-94c3cd,Pro,0,0,0,FinTech,other
S-752e61,67,3159.0,2,0,4,A-e3bd71,Enterprise,0,6169,74028,Cybersecurity,partner
S-7536e5,37,3055.0,3,0,4,A-3f9cc0,Basic,0,418,5016,HealthTech,event
S-753a0a,75,4285.142857142857,2,0,5,A-ad64c6,Enterprise,0,5572,66864,DevTools,event
S-7553fb,69,2671.0,2,0,7,A-54d94a,Enterprise,1,0,0,Cybersecurity,event
S-7554c2,113,2453.2,4,1,10,A-d40bf7,Pro,0,0,0,FinTech,organic
S-755502,26,6051.0,0,1,2,A-5a3eb9,Enterprise,0,3582,42984,DevTools,other
S-755e1b,19,10146.0,0,0,1,A-e4144b,Pro,0,2009,24108,EdTech,other
S-7564c5,37,5240.0,0,0,3,A-96215d,Pro,0,833,9996,FinTech,event
S-7564e1,24,4102.666666666667,3,1,3,A-313be3,Enterprise,0,0,0,EdTech,partner
S-7576bd,24,1856.3333333333333,0,0,3,A-354f12,Enterprise,0,1791,21492,FinTech,ads
S-75985b,63,1737.625,2,0,8,A-3793ee,Enterprise,0,0,0,Cybersecurity,organic
S-75c1b4,47,2805.0,1,0,5,A-5a3eb9,Pro,1,882,10584,DevTools,other
S-75c438,65,3054.6666666666665,7,0,6,A-92a3af,Pro,0,1666,19992,Cybersecurity,organic
S-75cba6,30,2869.3333333333335,10,0,3,A-5a215a,Enterprise,0,17313,207756,EdTech,other
S-75e469,25,1315.6666666666667,1,1,3,A-b78bf8,Pro,0,1617,19404,DevTools,event
S-75fe32,75,3073.285714285714,1,0,6,A-3793ee,Pro,0,2401,28812,Cybersecurity,organic
S-761518,39,3630.6666666666665,4,0,3,A-00cac8,Pro,0,392,4704,HealthTech,organic
S-761a0f,45,1708.0,0,0,4,A-d792a6,Enterprise,0,12935,155220,DevTools,organic
S-762cae,78,1690.125,5,2,7,A-6e08f3,Pro,0,882,10584,Cybersecurity,event
S-763384,95,3119.4,7,0,9,A-526d93,Pro,0,0,0,HealthTech,organic
S-763b53,54,3446.0,2,1,4,A-592832,Basic,0,342,4104,Cybersecurity,organic
S-763d33,68,5034.0,3,2,6,A-ef84cf,Basic,0,437,5244,EdTech,partner
S-763e52,36,5490.0,2,0,3,A-bece89,Enterprise,0,5174,62088,Cybersecurity,event
S-765100,46,5248.75,2,0,3,A-b7ef83,Basic,0,817,9804,Cybersecurity,partner
S-765a5f,60,5889.8,3,0,4,A-c9bb3e,Pro,1,1715,20580,EdTech,ads
S-766a62,44,2838.8,0,1,5,A-1ac5e0,Enterprise,0,0,0,DevTools,event
S-766d8b,40,2764.6,4,0,5,A-82861f,Enterprise,1,8159,97908,DevTools,organic
S-76767f,65,3987.1666666666665,3,2,6,A-068fc6,Pro,0,1715,20580,EdTech,event
S-767957,45,4947.75,2,0,4,A-751c58,Enterprise,0,0,0,FinTech,organic
S-7679b6,83,3263.1111111111113,8,1,9,A-7f29a7,Pro,0,2009,24108,Cybersecurity,event
S-768196,38,3107.0,2,0,4,A-1f7acb,Basic,0,1216,14592,FinTech,ads
S-7685a3,84,3787.1428571428573,6,0,6,A-6da850,Basic,0,0,0,FinTech,organic
S-769f70,36,3777.75,2,0,4,A-016043,Basic,0,247,2964,EdTech,organic
S-76a214,35,3288.6666666666665,3,0,3,A-00bed1,Enterprise,0,9751,117012,Cybersecurity,ads
S-76b06c,55,2316.6666666666665,3,0,6,A-54d94a,Pro,0,1323,15876,Cybersecurity,event
S-76b176,32,1745.6666666666667,1,0,3,A-6da850,Pro,1,392,4704,FinTech,organic
S-76b43f,42,2834.25,2,0,4,A-b48f73,Basic,0,1520,18240,EdTech,event
S-76b964,49,3602.0,2,1,5,A-39868b,Pro,0,441,5292,FinTech,partner
S-76bf6c,31,2075.0,3,0,3,A-1f559b,Pro,0,245,2940,HealthTech,organic
S-76c065,8,3088.0,0,0,1,A-716841,Enterprise,0,8955,107460,FinTech,other
S-76c59f,58,3749.6,2,1,5,A-0aaf6e,Basic,0,456,5472,FinTech,organic
S-76c7da,44,4090.0,0,1,4,A-88c6ca,Enterprise,0,0,0,FinTech,ads
S-76cdf1,40,3112.25,0,1,4,A-aa9511,Pro,0,1127,13524,DevTools,other
S-76e7d9,40,2767.0,0,0,4,A-712f1c,Enterprise,0,8756,105072,DevTools,ads
S-76eded,8,1288.0,2,1,1,A-ae052e,Pro,1,1911,22932,FinTech,other
S-770018,73,4045.0,2,0,6,A-149a69,Enterprise,0,6766,81192,DevTools,event
S-770d98,47,4036.25,4,1,4,A-e693b6,Enterprise,0,10945,131340,FinTech,event
S-770f21,65,3690.0,4,2,6,A-a8d89d,Basic,0,665,7980,EdTech,ads
S-7717d6,72,3657.75,7,1,7,A-378b99,Enterprise,0,0,0,EdTech,ads
S-771f7b,19,4557.5,0,0,2,A-5c9849,Enterprise,0,12338,148056,EdTech,partner
S-772ef0,99,3200.7,6,1,7,A-c7ffc2,Pro,0,1470,17640,Cybersecurity,partner
S-7730b1,71,1565.5714285714287,2,1,7,A-e51ec7,Pro,0,196,2352,FinTech,partner
S-775719,35,2180.25,5,0,4,A-34d880,Pro,0,196,2352,Cybersecurity,ads
S-775a4f,61,2563.5,0,0,6,A-7c83a1,Enterprise,0,3781,45372,Cybersecurity,partner
S-775dd1,9,4689.0,2,0,1,A-378b99,Pro,0,931,11172,EdTech,ads
S-778307,45,2904.4,3,1,5,A-f17767,Pro,0,1127,13524,DevTools,event
S-7785af,40,2529.5,0,0,4,A-a1b80b,Enterprise,0,3184,38208,HealthTech,organic
S-778c7e,55,3888.4,6,0,5,A-544d0a,Enterprise,0,398,4776,DevTools,organic
S-7791c3,47,2100.2,3,0,5,A-856b1e,Pro,0,931,11172,FinTech,partner
S-779baa,51,3347.8333333333335,4,0,5,A-eafc6e,Basic,0,0,0,DevTools,partner
S-77ba64,44,3741.5,1,1,4,A-bd4513,Basic,0,1254,15048,DevTools,event
S-77befa,26,3816.0,0,0,2,A-7e0a10,Basic,0,874,10488,FinTech,ads
S-77c22b,43,3975.0,4,1,4,A-6c093d,Enterprise,0,1393,16716,DevTools,partner
S-77c880,53,3169.2,5,1,5,A-40906c,Pro,0,4508,54096,EdTech,ads
S-77ca30,46,3760.2,0,1,5,A-82d8a6,Pro,0,1813,21756,Cybersecurity,ads
S-77f7fd,53,2068.1666666666665,5,1,6,A-425e76,Pro,0,1323,15876,DevTools,other
S-78172b,15,2800.5,0,1,2,A-f9cc74,Enterprise,0,5970,71640,DevTools,partner
S-7820a5,81,2367.4285714285716,6,0,6,A-019782,Pro,0,735,8820,DevTools,event
S-7826c1,41,1853.0,4,1,4,A-157070,Pro,0,882,10584,FinTech,ads
S-783131,36,4004.5,2,1,4,A-51ec1b,Enterprise,1,1393,16716,DevTools,ads
S-783694,10,5210.0,0,0,1,A-fa3095,Enterprise,0,13930,167160,FinTech,ads
S-78554e,76,2835.5714285714284,1,0,7,A-2922b6,Basic,0,969,11628,HealthTech,organic
S-7863b1,35,2764.5,4,0,4,A-b11cd0,Basic,0,0,0,DevTools,ads
S-786a36,32,4399.666666666667,3,0,3,A-5ed98d,Enterprise,0,4776,57312,DevTools,partner
S-786ead,23,4412.0,0,0,2,A-88c6ca,Pro,0,392,4704,FinTech,ads
S-788739,49,3213.6,4,1,5,A-700ade,Enterprise,0,2587,31044,Cybersecurity,organic
S-7889d9,79,3380.1428571428573,7,3,6,A-bcbe98,Pro,0,2254,27048,Cybersecurity,other
S-78ba09,27,5087.5,0,0,2,A-f97b9a,Pro,0,2646,31752,FinTech,event
S-78c894,51,3437.6666666666665,2,0,5,A-d792a6,Basic,0,76,912,DevTools,organic
S-78cb5f,18,3769.0,0,0,2,A-9badbd,Enterprise,0,1393,16716,Cybersecurity,ads
S-78da0b,36,4763.666666666667,0,0,3,A-b20d99,Enterprise,0,3980,47760,HealthTech,other
S-78e1c6,68,3028.285714285714,3,1,7,A-7e0a10,Enterprise,0,9154,109848,FinTech,ads
S-78f326,62,4046.8,3,0,5,A-4c38bc,Basic,0,0,0,HealthTech,event
S-78f738,75,3108.1428571428573,4,1,6,A-c70870,Enterprise,0,33830,405960,Cybersecurity,partner
S-78ffdd,76,3792.714285714286,5,1,7,A-503d5a,Enterprise,0,2388,28656,FinTech,other
S-7904d3,29,3471.6666666666665,3,1,3,A-d4e0d4,Enterprise,1,23283,279396,FinTech,other
S-790762,45,4396.5,2,0,4,A-ac85cd,Pro,0,2597,31164,EdTech,partner
S-79123c,43,5210.5,2,0,4,A-4c38bc,Enterprise,0,7164,85968,HealthTech,event
S-791c64,28,2647.3333333333335,0,0,3,A-a1b80b,Pro,0,0,0,HealthTech,organic
S-7925f0,51,2887.8,3,2,5,A-87aa7b,Enterprise,0,4776,57312,HealthTech,organic
S-79535e,40,4399.0,7,0,4,A-4a4c2d,Pro,0,2646,31752,DevTools,event
S-795878,44,2698.6,2,0,5,A-5b1bcd,Enterprise,0,14527,174324,DevTools,organic
S-798707,25,2905.5,0,0,2,A-6e7827,Pro,0,392,4704,DevTools,other
S-799da2,45,3878.75,3,0,4,A-95b24a,Pro,0,1862,22344,FinTech,event
S-79a9e1,14,2018.0,0,0,2,A-3a5ad8,Enterprise,0,0,0,HealthTech,organic
S-79ab7e,66,4988.2,9,2,5,A-956988,Enterprise,1,0,0,EdTech,ads
S-79af01,88,5641.142857142857,4,1,6,A-4ae22a,Enterprise,0,1194,14328,EdTech,other
S-79b038,32,4230.333333333333,0,0,3,A-b07b56,Basic,0,475,5700,DevTools,event
S-79b2bc,49,3179.5,1,0,6,A-249769,Basic,0,76,912,Cybersecurity,event
S-79ba6e,34,2757.25,9,1,4,A-fd7ad3,Enterprise,0,0,0,Cybersecurity,event
S-79bb4c,81,3750.3333333333335,4,1,6,A-f45426,Pro,1,539,6468,HealthTech,organic
S-79bf38,37,2456.25,4,0,4,A-9779ad,Enterprise,0,7960,95520,Cybersecurity,event
S-79c82e,88,2336.0,2,1,9,A-40906c,Basic,0,1748,20976,EdTech,ads
S-79d1e0,117,5213.333333333333,7,2,9,A-ce550d,Enterprise,1,21691,260292,HealthTech,event
S-79e254,56,2484.8333333333335,3,1,5,A-474ad4,Pro,0,2597,31164,EdTech,organic
S-79ef9b,68,3581.1666666666665,2,0,5,A-4e960a,Enterprise,0,4577,54924,FinTech,other
S-7a06fe,83,2980.0,8,1,7,A-5a92e7,Pro,0,1372,16464,HealthTech,ads
S-7a1803,54,3974.0,1,0,5,A-443b7c,Enterprise,0,0,0,Cybersecurity,other
S-7a2991,51,3431.0,0,0,5,A-4d1e75,Pro,0,1911,22932,DevTools,other
S-7a36ee,52,2054.0,2,1,5,A-b11cd0,Basic,1,494,5928,DevTools,ads
S-7a55d9,68,3242.8,2,0,5,A-7e0a10,Basic,0,874,10488,FinTech,ads
S-7a6697,42,2452.0,4,0,5,A-b9eed8,Pro,0,588,7056,Cybersecurity,organic
S-7a9d40,18,2794.5,1,0,2,A-157070,Basic,1,722,8664,FinTech,ads
S-7ab68f,86,2695.285714285714,2,0,6,A-bcbe98,Basic,0,0,0,Cybersecurity,other
S-7ab956,17,4142.5,1,0,2,A-53f4e3,Basic,0,247,2964,Cybersecurity,event
S-7ac30a,49,3044.2,4,2,5,A-54ecc2,Enterprise,0,995,11940,Cybersecurity,partner
S-7ac9dd,58,2479.4285714285716,4,0,7,A-ce550d,Pro,0,1715,20580,HealthTech,event
S-7acd8b,66,2514.0,1,0,5,A-7920cc,Basic,0,741,8892,Cybersecurity,ads
S-7af0d5,42,3052.0,4,1,4,A-c4ea60,Basic,0,912,10944,FinTech,other
S-7b01d4,12,2470.0,1,0,2,A-cbbe12,Pro,0,2401,28812,Cybersecurity,partner
S-7b211a,38,2045.5,0,0,4,A-e5d6ab,Pro,0,1568,18816,EdTech,partner
S-7b29d1,47,4044.3333333333335,4,2,5,A-80eeb6,Enterprise,0,12935,155220,Cybersecurity,organic
S-7b2efe,37,3073.75,2,1,4,A-af0cd2,Basic,0,361,4332,Cybersecurity,other
S-7b3464,37,2128.75,3,0,4,A-c16101,Enterprise,0,1393,16716,EdTech,other
S-7b3fd3,42,3396.0,6,0,5,A-5a92e7,Enterprise,1,796,9552,HealthTech,ads
S-7b647e,28,2483.6666666666665,4,1,3,A-d62e02,Enterprise,0,1990,23880,Cybersecurity,partner
S-7b65f4,96,2561.5555555555557,4,0,9,A-7f29a7,Basic,1,779,9348,Cybersecurity,event
S-7b7be8,43,1887.5,0,0,4,A-d42431,Basic,0,1729,20748,FinTech,ads
S-7b7e04,45,1909.1666666666667,0,1,6,A-7f8241,Enterprise,0,6766,81192,EdTech,organic
S-7b896c,47,3864.5,1,0,4,A-ffdfd5,Basic,0,570,6840,EdTech,organic
S-7b9b62,57,3498.4,3,0,5,A-cb5333,Pro,0,1617,19404,DevTools,ads
S-7ba2ad,72,2846.125,6,1,7,A-692f18,Basic,0,266,3192,EdTech,other
S-7bb339,89,2803.3333333333335,8,0,9,A-fa3095,Enterprise,0,13930,167160,FinTech,ads
S-7bcd95,47,3369.6,12,1,5,A-9123ac,Basic,0,171,2052,Cybersecurity,organic
S-7bd2d7,39,3167.0,5,0,4,A-9b9fe9,Enterprise,0,9950,119400,EdTech,other
S-7be036,35,2752.0,2,0,3,A-3a7284,Pro,0,1519,18228,FinTech,organic
S-7be132,56,1537.5714285714287,0,2,7,A-cea1f0,Basic,0,266,3192,FinTech,event
S-7bebc1,96,2455.5454545454545,9,1,9,A-054577,Basic,0,456,5472,EdTech,ads
S-7bf6d8,36,2474.25,4,1,4,A-fe79a5,Basic,0,0,0,HealthTech,ads
S-7c1eb7,43,3299.25,2,0,4,A-02cd81,Pro,0,2156,25872,HealthTech,other
S-7c1eb9,17,9435.0,0,0,1,A-d3c88e,Basic,0,399,4788,DevTools,event
S-7c24f6,87,3995.625,7,1,6,A-f25509,Enterprise,0,0,0,EdTech,other
S-7c2997,21,4971.0,0,0,2,A-c1e51e,Pro,1,1568,18816,FinTech,organic
S-7c47af,79,4009.5,3,0,6,A-396e5f,Basic,0,342,4104,Cybersecurity,other
S-7c5f3b,85,2486.222222222222,6,0,8,A-1e1b80,Basic,0,950,11400,FinTech,other
S-7c633c,62,3100.1666666666665,1,0,5,A-dbc825,Basic,0,0,0,EdTech,partner
S-7c635b,36,3321.5,5,0,4,A-92a333,Enterprise,0,6567,78804,FinTech,event
S-7c727c,18,3076.0,0,0,2,A-adc1f3,Enterprise,0,1592,19104,Cybersecurity,organic
S-7c81dd,45,3280.25,3,0,3,A-104f1a,Pro,0,1960,23520,Cybersecurity,other
S-7cc0ec,48,3257.2,2,0,5,A-a6d261,Pro,0,441,5292,FinTech,other
S-7ccc38,29,2464.0,3,2,3,A-2d1036,Basic,0,1311,15732,FinTech,ads
S-7cd9fa,35,2081.6666666666665,0,1,3,A-d40bf7,Basic,0,1121,13452,FinTech,organic
S-7ce677,44,2491.0,5,0,4,A-2e4581,Pro,0,441,5292,EdTech,partner
S-7cf7c6,47,3119.8,0,0,4,A-22d9d2,Pro,0,637,7644,DevTools,event
S-7d0dea,9,3672.0,0,0,1,A-69b156,Pro,0,0,0,EdTech,other
S-7d2c1b,84,3899.0,5,1,7,A-34d880,Pro,0,0,0,Cybersecurity,ads
S-7d4240,26,1567.3333333333333,6,0,3,A-09316c,Basic,0,1330,15960,FinTech,organic
S-7d43e0,24,1481.3333333333333,1,1,3,A-f9cc74,Enterprise,0,5970,71640,DevTools,partner
S-7d4d45,38,2834.5,5,0,4,A-474ad4,Basic,0,323,3876,EdTech,organic
S-7d55dc,47,3096.5,6,0,4,A-08e34e,Enterprise,0,5970,71640,EdTech,event
S-7d5bf1,29,1621.3333333333333,3,1,3,A-92a3af,Enterprise,0,5373,64476,Cybersecurity,organic
S-7d651b,23,2233.0,6,0,3,A-4ef964,Pro,0,1372,16464,HealthTech,organic
S-7d66fb,74,4359.0,4,0,7,A-bb3bd4,Basic,0,437,5244,HealthTech,ads
S-7d8dde,43,2923.6,0,1,4,A-3932db,Enterprise,0,6965,83580,HealthTech,other
S-7d9605,65,4610.166666666667,3,1,4,A-fb186e,Basic,0,0,0,EdTech,organic
S-7da02b,46,2963.5,2,1,3,A-f44180,Enterprise,1,17711,212532,Cybersecurity,event
S-7dab19,74,2457.625,5,1,7,A-de58ca,Basic,1,893,10716,HealthTech,organic
S-7db513,45,2856.2,0,1,5,A-4f18f0,Enterprise,0,4776,57312,DevTools,other
S-7dd478,48,4646.5,0,1,4,A-f5641b,Enterprise,0,6169,74028,EdTech,other
S-7de1b7,19,690.0,0,0,2,A-4d1e75,Enterprise,0,3980,47760,DevTools,other
S-7de656,53,2881.0,3,0,5,A-f17767,Pro,1,686,8232,DevTools,event
S-7ded4d,38,2583.0,3,0,4,A-0f3e88,Basic,0,323,3876,HealthTech,other
S-7e09c4,49,2226.6666666666665,1,2,6,A-118f1c,Basic,1,608,7296,Cybersecurity,other
S-7e145e,30,1923.0,0,2,4,A-0b0d6d,Enterprise,0,10348,124176,DevTools,organic
S-7e1791,47,2626.0,1,3,5,A-a6d261,Enterprise,0,1791,21492,FinTech,other
S-7e2e5c,65,2136.714285714286,5,0,6,A-7df7a7,Basic,0,133,1596,DevTools,organic
S-7e44b0,30,2614.0,1,0,3,A-a33200,Pro,0,1421,17052,HealthTech,partner
S-7e5af5,68,3126.8333333333335,0,0,6,A-1d5444,Basic,0,456,5472,Cybersecurity,partner
S-7e7a73,81,3537.714285714286,0,2,7,A-89ee83,Enterprise,0,3184,38208,Cybersecurity,organic
S-7e8699,132,3784.4166666666665,2,2,9,A-e89151,Pro,0,1519,18228,FinTech,organic
S-7e86a2,31,4180.666666666667,1,0,3,A-7c5768,Basic,0,57,684,HealthTech,event
S-7e8bd4,55,3938.4,1,1,4,A-ac14bb,Basic,0,513,6156,FinTech,partner
S-7ea264,7,2863.0,2,0,1,A-10b8f2,Enterprise,0,9353,112236,HealthTech,organic
S-7ea5d9,40,3548.0,2,0,3,A-684255,Pro,0,490,5880,FinTech,ads
S-7eb81c,25,2800.6666666666665,2,0,3,A-474ad4,Pro,0,392,4704,EdTech,organic
S-7f0419,31,3832.0,2,0,3,A-84ebe4,Enterprise,0,3582,42984,FinTech,ads
S-7f04ec,81,3245.625,0,0,8,A-1b707d,Basic,0,456,5472,Cybersecurity,organic
S-7f15a3,20,3240.0,0,1,2,A-53f4e3,Enterprise,0,2587,31044,Cybersecurity,event
S-7f219a,51,4396.8,1,2,4,A-08e34e,Pro,0,686,8232,EdTech,event
S-7f28f3,20,2812.0,1,0,2,A-396e5f,Pro,0,490,5880,Cybersecurity,other
S-7f5316,71,3819.714285714286,6,1,6,A-856b1e,Basic,0,0,0,FinTech,partner
S-7f5d03,19,4351.0,0,0,2,A-22d9d2,Pro,0,1225,14700,DevTools,event
S-7f7e38,40,3146.0,4,0,4,A-bb1486,Pro,0,2058,24696,HealthTech,organic
S-7f8cd8,75,3109.25,7,0,8,A-53f4e3,Enterprise,1,3980,47760,Cybersecurity,event
S-7f92bd,38,3138.75,2,3,4,A-4f18f0,Basic,1,456,5472,DevTools,other
S-7f94c2,23,4350.0,2,0,2,A-9bfc9f,Pro,0,0,0,DevTools,ads
S-7f9ce5,66,2513.8571428571427,3,0,7,A-00bed1,Pro,0,1372,16464,Cybersecurity,ads
S-7fa78f,26,5135.0,4,1,2,A-0651a4,Enterprise,0,3184,38208,HealthTech,organic
S-7fb77e,24,1496.5,0,0,4,A-91e948,Pro,0,2009,24108,EdTech,partner
S-7fbc53,46,3602.4,0,0,4,A-2edab2,Pro,0,833,9996,HealthTech,event
S-7fc49b,43,5058.5,2,0,4,A-50bb9f,Pro,0,343,4116,Cybersecurity,organic
S-7fca0e,92,2690.4,2,1,7,A-5b4ebb,Basic,0,988,11856,Cybersecurity,other
S-7ff88c,53,2727.285714285714,1,2,7,A-b7ef83,Pro,0,588,7056,Cybersecurity,partner
S-80016a,7,1464.5,2,0,2,A-1b9609,Enterprise,0,995,11940,EdTech,ads
S-8013f6,8,1328.0,1,0,1,A-6a7c9d,Basic,1,893,10716,Cybersecurity,organic
S-80199e,12,1032.0,0,0,1,A-50bb9f,Enterprise,0,3582,42984,Cybersecurity,organic
S-802cc6,41,4395.5,2,1,4,A-eafc6e,Enterprise,0,6766,81192,DevTools,partner
S-8048cc,53,3769.8,2,1,5,A-eb7c38,Basic,0,171,2052,DevTools,organic
S-804965,54,2634.6666666666665,1,1,6,A-157070,Enterprise,0,6965,83580,FinTech,ads
S-804a70,77,3444.0,1,0,7,A-4ef964,Enterprise,0,3383,40596,HealthTech,organic
S-804fb3,38,2314.0,0,0,4,A-b7724f,Basic,0,1349,16188,HealthTech,organic
S-8055fa,46,1990.2,4,0,4,A-09540c,Basic,1,1273,15276,Cybersecurity,event
S-80632f,19,900.0,0,0,2,A-068fc6,Pro,0,1715,20580,EdTech,event
S-806d7b,51,2749.4,2,0,5,A-cb5333,Basic,0,703,8436,DevTools,ads
S-807d87,59,2267.1666666666665,2,0,6,A-69b156,Enterprise,0,5572,66864,EdTech,other
S-807f28,57,2099.6666666666665,2,0,6,A-86fc1d,Enterprise,0,5174,62088,DevTools,partner
S-808668,54,3903.6,2,0,5,A-e351e1,Pro,0,1617,19404,EdTech,other
S-808efb,15,3540.0,2,0,1,A-7da956,Enterprise,0,2985,35820,Cybersecurity,event
S-80a6a6,60,3136.8571428571427,1,1,7,A-4437e4,Enterprise,0,597,7164,Cybersecurity,event
S-80af39,61,3052.8571428571427,9,1,6,A-7f29a7,Basic,0,779,9348,Cybersecurity,event
S-80af53,55,3877.8,3,1,5,A-fd7ad3,Enterprise,1,2388,28656,Cybersecurity,event
S-80af85,60,2748.8571428571427,9,0,5,A-2edab2,Basic,0,323,3876,HealthTech,event
S-80c01c,29,1794.3333333333333,4,0,2,A-d3c88e,Basic,0,304,3648,DevTools,event
S-80c24c,44,3095.25,0,0,4,A-139c3b,Pro,1,833,9996,HealthTech,organic
S-80c291,19,2824.5,2,0,2,A-712533,Enterprise,0,3582,42984,EdTech,organic
S-80c296,21,2529.6666666666665,8,0,3,A-e888d1,Pro,0,833,9996,Cybersecurity,other
S-80dc6b,14,1200.5,3,0,2,A-b07b56,Basic,0,0,0,DevTools,event
S-80ed6b,41,2853.4,0,2,5,A-b7b7b7,Pro,0,1176,14112,FinTech,event
S-80f65d,22,3818.0,0,0,2,A-474ad4,Basic,0,437,5244,EdTech,organic
S-80fa36,36,2625.0,4,0,4,A-55f257,Pro,0,441,5292,FinTech,organic
S-8106d9,70,2985.4285714285716,1,1,7,A-3a5ad8,Pro,0,1764,21168,HealthTech,organic
S-810a67,34,3083.3333333333335,3,0,3,A-592832,Pro,0,882,10584,Cybersecurity,organic
S-810c27,14,1722.0,1,0,2,A-8ed5dd,Basic,0,95,1140,EdTech,event
S-812c7c,34,3578.6666666666665,2,0,3,A-f5641b,Basic,0,0,0,EdTech,other
S-812d97,35,1609.5,0,0,4,A-249769,Pro,0,0,0,Cybersecurity,event
S-813cdc,70,2095.0,3,0,8,A-39b19f,Pro,0,980,11760,FinTech,partner
S-814624,38,3017.0,6,0,4,A-671f31,Enterprise,0,0,0,DevTools,ads
S-81510a,57,1721.2,6,1,4,A-b54c01,Pro,0,1421,17052,DevTools,event
S-816354,40,2956.5,6,1,4,A-186a44,Pro,0,0,0,HealthTech,ads
S-817cf0,30,2586.6666666666665,0,0,3,A-378b99,Pro,0,441,5292,EdTech,ads
S-817e4b,82,2901.0,2,1,7,A-42b791,Enterprise,0,14925,179100,FinTech,event
S-81a509,51,3537.6,7,1,5,A-8b25f2,Basic,0,209,2508,Cybersecurity,ads
S-81b6ee,31,3239.3333333333335,0,0,2,A-e1b9cd,Pro,0,1960,23520,DevTools,event
S-81caea,67,3887.0,6,0,6,A-3932db,Basic,0,361,4332,HealthTech,other
S-81cd46,44,3881.6,5,0,5,A-ced9aa,Enterprise,0,1194,14328,DevTools,other
S-81d174,23,2082.0,1,1,3,A-271f46,Enterprise,0,7562,90744,DevTools,event
S-81d580,43,3103.4,2,0,5,A-f03140,Basic,0,513,6156,DevTools,event
S-81d63a,30,2681.3333333333335,2,0,3,A-c62e55,Pro,0,2744,32928,EdTech,partner
S-81e9f1,36,3560.6666666666665,2,0,3,A-05d3b3,Basic,0,171,2052,DevTools,ads
S-81fc45,77,3882.5714285714284,6,1,7,A-5a215a,Pro,0,0,0,EdTech,other
S-81fe83,46,3195.4,8,1,5,A-b48f73,Basic,0,1520,18240,EdTech,event
S-820711,66,3337.1428571428573,1,0,6,A-71615e,Enterprise,0,11940,143280,EdTech,organic
S-82348a,76,3214.1428571428573,1,3,6,A-4e960a,Basic,0,0,0,FinTech,other
